freq_GHz,eta_output,eta_input_reflection,eta_dump,eta_all_external,active_return_loss_min_dB,matched_input_isolation_min_dB,output_path_amplitude_spread_dB,output_path_phase_spread_deg,reciprocity_error_max,singular_value_max,reference_eta_output,eta_output_error
11.05,0.7962599738319446,0.20370830454423217,3.13119064847276e-05,0.9999995902826614,6.834989044867453,8.159128136389842,0.07972932091032718,0.8869491927999885,1.057606168615487e-13,1.0000007086146883,0.8027994669105589,-0.006539493078614345
11.1,0.831641369495371,0.168324479646134,3.243030147113266e-05,0.9999982794429763,7.631393057913723,7.756671305698485,0.06568991004613069,1.067749825899986,1.5255588680449113e-14,1.0000017412263533,0.8354518545722714,-0.003810485076900405
11.15,0.8690009036398452,0.13096377164154877,3.4107014075797504e-05,0.9999987822954699,8.67824565167395,7.476182420122069,0.04714881812400356,1.234977710699992,9.999365651964035e-15,1.0000012806103005,0.8704535708394658,-0.001452667199620672
11.2,0.9060233412440166,0.09394035096897405,3.662295364012466e-05,1.0000003151666308,10.058730673492473,7.301370009233407,0.024573167213062557,1.384385269299996,8.057460199755941e-15,1.0000005783225845,0.9057294072848957,0.0002939339591209178
11.25,0.9401887638946768,0.05977108069122247,4.048161612915909e-05,1.0000003262020283,11.92287612162751,7.222319482995117,0.02783368426933567,1.5105842630000046,8.399846854309312e-15,1.000000706993399,0.9389397955886918,0.0012489683059849765
11.3,0.9688687234160325,0.031084010685704898,4.665374895681039e-05,0.9999993878506942,14.5815591356246,7.236523460337887,0.0560541437834557,1.606395454000005,1.0000169671510694e-12,1.0000019937869011,0.967506666188121,0.001362057227911495
11.35,0.9893712594141081,0.010571932266063046,5.708290120250856e-05,1.0000002745813739,18.849618188000036,7.351055882036835,0.0854511962525944,1.6626943910000034,2.852263719450905e-14,1.0000016381983234,0.9886199273626257,0.0007513320514823674
11.4,0.9989425132836244,0.0009826196487629896,7.57247209201229e-05,1.0000008576533075,28.176981294773796,7.586382079101885,0.11326678952036427,1.6696563349999993,1.1896030346453062e-14,1.000024593188889,0.9992682660235966,-0.0003257527399722626
11.45,0.9948261483748525,0.00506133273873067,0.00011058573126630685,0.9999980668448493,21.418176470162592,7.982246234887632,0.13463503661677378,1.621213769999987,6.748093295479196e-14,1.0000208031728854,0.9964143599511954,-0.0015882115763429239
11.5,0.9745482936166668,0.02527440819121218,0.00017729819155086392,0.9999999999994301,15.168331594107066,8.605538046780675,0.14177478235526172,1.5251474339999713,3.4500873203069084e-14,1.0000000000024676,0.9774623280087369,-0.002914034392070053
