freq_GHz,sum_eta_H,sum_eta_E_leak,sum_eta_reflection,sum_eta_all_ports,sum_balance_gap,diff_eta_E,diff_eta_H_leak
9.0,0.5409501962643584,2.614809102846889e-06,0.45904718892646157,0.9999999999999227,7.72715225139109e-14,0.8651409972750775,1.0914581681185636e-06
9.025,0.5491877331770083,2.5992968503226383e-06,0.45080913037037273,0.9999994628442314,5.371557686428829e-07,0.8640937900481533,1.1342196312901876e-06
9.05,0.5574712400958238,2.5859787182681825e-06,0.44252548167066474,0.9999993077452068,6.92254793155378e-07,0.8630400167369098,1.1782719614732556e-06
9.075,0.5658029061190384,2.5749482949920253e-06,0.4341939004507206,0.999999381518054,6.184819459909008e-07,0.8619796854795045,1.2236130290607902e-06
9.1,0.5741851086532398,2.566293770762159e-06,0.42581189076180703,0.9999995657088177,4.3429118234961095e-07,0.8609127966997698,1.270238646455545e-06
9.125,0.5826203631437934,2.5600977183041634e-06,0.41737685331041985,0.9999997765519315,2.2344806849261545e-07,0.8598393438307551,1.3181422754759358e-06
9.15,0.5911112670801373,2.5564366101914657e-06,0.4088861379449792,0.9999999614617266,3.853827335031923e-08,0.8587593139223825,1.3673149007324168e-06
9.175,0.5996604382345067,2.5553804933110555e-06,0.4003370998308251,1.000000093445825,-9.34458250778647e-08,0.8576726881620648,1.4177447380967291e-06
9.2,0.6082704470399553,2.5569924567189705e-06,0.39172716073379565,1.0000001647662076,-1.647662075665579e-07,0.8565794423037392,1.469416990590768e-06
9.225,0.616943743056861,2.5613280215942748e-06,0.3830538762628628,1.0000001806477454,-1.8064774542914108e-07,0.8554795470225646,1.5223134913086448e-06
9.25,0.6256825753895097,2.5684345610243367e-06,0.3743150099111733,1.0000001537352439,-1.5373524386852466e-07,0.8543729682176997,1.57641245896719e-06
9.275,0.6344889069793737,2.5783505777147505e-06,0.36550861427025283,1.000000099600204,-9.96002040842825e-08,0.8532596672478718,1.6316881408601943e-06
9.3,0.6433643226229311,2.591104993512e-06,0.35663311972689954,1.0000000334548242,-3.345482424421675e-08,0.8521396011272742,1.6881103908163771e-06
9.325,0.6523099306254082,2.606716292018519e-06,0.34768743072585284,0.9999999680675531,3.193244690891106e-08,0.8510127226938807,1.7456443467639886e-06
9.35,0.6613262579440523,2.625191775011472e-06,0.3386710295471579,0.9999999126829852,8.731701484077092e-08,0.8498789807356735,1.8042497752825952e-06
9.375,0.6704131387652774,2.6465265641085784e-06,0.3295840874731173,0.9999998727649588,1.2723504116962658e-07,0.8487383201040317,1.8638808670573223e-06
9.4,0.6795695964517156,2.6707029090141573e-06,0.32042758316891173,0.9999998503235362,1.4967646377872512e-07,0.8475906818033402,1.924485473622013e-06
9.425,0.688793718880148,2.697689173387821e-06,0.31120342803473877,0.9999998446040601,1.5539593989366551e-07,0.8464360030679806,1.9860046977324947e-06
9.45,0.6980825272644962,2.7274390459956013e-06,0.3019145981962241,0.9999998528997662,1.471002337716243e-07,0.8452742174405209,2.0483722138347993e-06
9.475,0.7074318387106745,2.7598906958229305e-06,0.29256527281355976,0.9999998714149301,1.2858506992508012e-07,0.8441052548383757,2.1115136501628427e-06
9.5,0.7168361228613572,2.794966052801256e-06,0.28316097817614583,0.9999998960035559,1.0399644412295572e-07,0.8429290416179167,2.1753459816371157e-06
9.525,0.7262883532290235,2.832570058978736e-06,0.2737087369722474,0.9999999227713299,7.722867012560641e-08,0.8417455006465634,2.2397767970194023e-06
9.55,0.7357798540093559,2.8725901330285517e-06,0.26421722185886654,0.9999999484583555,5.15416445079353e-08,0.8405545513709185,2.3047035388388816e-06
9.575,0.7453001435210063,2.9148958455424885e-06,0.25469691227968116,0.999999970696533,2.9303466986263516e-08,0.8393561099003817,2.3700130039577774e-06
9.6,0.7548367757033142,2.959338466843028e-06,0.24516025301729918,0.9999999880590802,1.194091980849521e-08,0.8381500890806179,2.4355804067034383e-06
9.625,0.764375181533545,3.00575117508751e-06,0.23562181271557095,1.000000000000291,-2.9110047705671604e-13,0.8369363985923521,2.5012688352188346e-06
9.65,0.773898512705648,3.053949094499007e-06,0.2260984400772046,1.000000006731947,-6.73194699984947e-09,0.8357149450425737,2.566928540013356e-06
9.675,0.7833874903591158,3.103729965765157e-06,0.21660941492176755,1.0000000090108492,-9.010849177926161e-09,0.8344856320667425,2.632396348304853e-06
9.7,0.7928202622895636,3.1548749636624666e-06,0.20717659077611134,1.0000000079406386,-7.940638591108495e-09,0.8332483604424257,2.69749517905813e-06
9.725,0.8021722726004984,3.2071500306197124e-06,0.19782452499912573,1.0000000047496547,-4.749654669566894e-09,0.8320030281958495,2.762033642547477e-06
9.75,0.8114161484666633,3.2603075046147545e-06,0.1885805918678266,1.0000000006419945,-6.419944575952741e-10,0.8307495307312635,2.825805618789085e-06
9.775,0.8205216092081093,3.314088494981945e-06,0.17947507334708793,0.9999999966436922,3.3563077872500457e-09,0.8294877609464658,2.8885903583959063e-06
9.8,0.8294554036140852,3.3682254094965844e-06,0.17054122168784236,0.999999993527337,6.472662961165554e-09,0.8282176093621694,2.9501524050697127e-06
9.825,0.8381812819172321,3.42244551707993e-06,0.16181528740163953,0.9999999917643887,8.235611304030499e-09,0.8269389642449625,3.0102419568954677e-06
9.85,0.8466600093428813,3.4764746812160366e-06,0.15333650571722826,0.9999999915347908,8.465209200281265e-09,0.825651711744027,3.0685955033422966e-06
9.875,0.8548494284496192,3.5300419301447223e-06,0.14514703426358194,0.9999999927551313,7.2448687049586624e-09,0.8243557360074968,3.1249367377248507e-06
9.9,0.8627045776240951,3.582884590061911e-06,0.13729183463625044,0.9999999951449356,4.85506435055072e-09,0.8230509193237583,3.178977785096083e-06
9.925,0.8701778728987277,3.6347540042777175e-06,0.12981849063701822,0.9999999982897502,1.7102498306442726e-09,0.8217371422247327,3.2304208930266823e-06
9.95,0.8772193598641486,3.685421800580414e-06,0.12277695643822673,1.000000001724176,-1.7241759131536583e-09,0.8204142836333911,3.2789604983686676e-06
9.975,0.8837770414991282,3.73468663671292e-06,0.11621922881239238,1.0000000049981572,-4.998157221436372e-09,0.8190822209632117,3.324285726360634e-06
10.0,0.8897972865051397,3.782381308540194e-06,0.11019893884538767,1.0000000077318358,-7.731835838242773e-09,0.817740830245447,3.366083374059305e-06
10.025,0.8952253209081226,3.828380190091733e-06,0.10477086037309746,1.0000000096614101,-9.661410116379443e-09,0.81638998624577,3.4040413060555337e-06
10.05,0.9000058033778572,3.8726066257440555e-06,0.09999033466472321,1.0000000106492062,-1.0649206183543924e-08,0.8150295625695178,3.4378522951517413e-06
10.075,0.9040834819772603,3.915040467413419e-06,0.09591261367321216,1.00000001069094,-1.0690939911128794e-08,0.8136594317860106,3.4672182734428798e-06
10.1,0.907403926757377,3.955724955157811e-06,0.09259212741386916,1.0000000098962014,-9.8962014138948e-09,0.8122794655293438,3.491854895152357e-06
10.125,0.9099143290320959,3.994773357338219e-06,0.09008168465513036,1.0000000084605836,-8.460583567071467e-09,0.8108895346173608,3.5114964142784884e-06
10.15,0.9115643543569104,4.032374567444098e-06,0.08843161989871579,1.0000000066301937,-6.6301937273749445e-09,0.8094895091614849,3.525900678696295e-06
10.175,0.9123070323319773,4.068797724188513e-06,0.08768890353139117,1.0000000046610926,-4.661092622981755e-09,0.8080792586863976,3.534854215226479e-06
10.2,0.912099662690436,4.104395424494293e-06,0.08789623570216157,1.000000002788022,-2.788022035460358e-09,0.8066586522445828,3.5381772125796435e-06
10.225,0.9109047138609951,4.13960531855448e-06,0.08909114772977728,1.000000001196091,-1.19609100401874e-09,0.8052275585334668,3.5357282856892382e-06
10.25,0.9086906876527289,4.174949895109072e-06,0.09130513739769303,1.000000000000317,-3.170796958329447e-13,0.8037858460202447,3.5274088288566054e-06
10.275,0.9054329221421225,4.211034253657888e-06,0.09456286607062653,0.9999999992470027,7.529973311548588e-10,0.80233338306296,3.5131668366133773e-06
10.3,0.9011143044416068,4.248541795433472e-06,0.09888144593010194,0.9999999989135041,1.08649589325438e-09,0.8008700380442162,3.492999995765024e-06
10.325,0.8957258660587809,4.288227761123708e-06,0.10426984463731193,0.9999999989238539,1.076146061151917e-09,0.7993956794831794,3.4669579440132276e-06
10.35,0.8892672360001032,4.330910676062421e-06,0.11072843226118434,0.9999999991719636,8.280364172108534e-10,0.797910176173824,3.4351435434330295e-06
10.375,0.8817469306966043,4.3774617968291325e-06,0.11824869138004244,0.9999999995384435,4.6155645971879267e-10,0.7964133973099208,3.3977131017286885e-06
10.4,0.873182465084045,4.428792994985023e-06,0.12681310603780718,0.9999999999148471,8.515288474342242e-11,0.7949052126052003,3.354875479593625e-06
10.425,0.863600275497848,4.485842917307075e-06,0.13639523887714472,1.0000000002179101,-2.1791013438132723e-10,0.793385492421511,3.3068900634481534e-06
10.45,0.8530354521424677,4.5495622547558e-06,0.14695999869371631,1.0000000003984388,-3.984388374789205e-10,0.7918541078890843,3.2540636689033164e-06
10.475,0.8415312862988745,4.620898433623686e-06,0.1584640932466581,1.0000000004439662,-4.4396619713893415e-10,0.7903109310288756,3.1967463906578957e-06
10.5,0.829138644756971,4.700779825613097e-06,0.17085665484055554,1.0000000003773521,-3.7735214952761e-10,0.7887558348758672,3.1353265956873536e-06
10.525,0.81591519064662,4.7901004254188115e-06,0.18408001949069644,1.0000000002377418,-2.3774182622560147e-10,0.7871886935901135,3.0702251375518965e-06
10.55,0.8019244756080232,4.88970517055194e-06,0.19807063476225817,1.0000000000754519,-7.545186697655026e-11,0.7856093825820899,3.001889010663662e-06
10.575,0.7872349325743073,5.0003763302077746e-06,0.21276006698468697,0.9999999999353245,6.467548718802618e-11,0.7840177786333613,2.9307846324693216e-06
10.6,0.7719188012856049,5.122821292742164e-06,0.2280760757456587,0.9999999998525563,1.4744372389685623e-10,0.7824137600088222,2.857390965318309e-06
10.625,0.7560510197930549,5.257662284460479e-06,0.2439437223782451,0.9999999998335845,1.664155480085583e-10,0.7807972065927925,2.782192661158195e-06
10.65,0.7397081146979906,5.40542771146571e-06,0.26028647974697766,0.9999999998726797,1.273202654417105e-10,0.779168000006842,2.70567343239692e-06
10.675,0.7229671208127966,5.566545942098892e-06,0.2770273125751034,0.999999999933842,6.615796799280815e-11,0.7775260237449438,2.6283098306568264e-06
10.7,0.7059045577036432,5.7413408417508505e-06,0.2940897009418223,0.9999999999863073,1.3692713629609443e-11,0.7758711633028499,2.550565545471014e-06
10.725,0.6885954861930553,5.9300296770126165e-06,0.31139858377504104,0.9999999999977733,2.226663298188214e-12,0.7742033063259468,2.472886358010087e-06
10.75,0.671112663072943,6.1327227484265926e-06,0.3288812041513174,0.9999999999470088,5.2991167009963647e-11,0.7725223427522996,2.3956958325039286e-06
10.775,0.6535258070468225,6.34942503361422e-06,0.34646784337057945,0.9999999998424356,1.575644059670367e-10,0.7708281649591036,2.319391770495773e-06
10.8,0.6359009837284585,6.5800390978027885e-06,0.3640924359530232,0.9999999997205795,2.7942048674844955e-10,0.7691206679452129,2.244343471031261e-06
10.825,0.618300112684303,6.824369905189263e-06,0.3816930625923572,0.9999999996465654,3.5343461490811023e-10,0.7673997494828376,2.170889753949083e-06
10.85,0.6007805951336581,7.082130123577113e-06,0.3992123224442513,0.999999999708033,2.91967006127436e-10,0.7656653103176619,2.099337732674851e-06
10.875,0.5833950572319527,7.352946681994068e-06,0.41659758982265344,1.000000000001288,-1.2880807531701066e-12,0.7639172543627262,2.0299622539555805e-06
10.9,0.5661912009290838,7.63636793665111e-06,0.43380116331149665,1.000000000608517,-6.08517014555332e-10,0.7621554889172878,1.963006018661608e-06
10.925,0.5492117521943377,7.931871077809195e-06,0.45078031752240455,1.00000000158782,-1.587820097626036e-09,0.7603799249055478,1.898680098883194e-06
10.95,0.5324944949796625,8.238869722915726e-06,0.4674972690950041,1.0000000029443894,-2.944389398962244e-09,0.7585904771385485,1.8371651126097507e-06
10.975,0.5160723785357175,8.556721637970531e-06,0.48391906935807205,1.0000000046154276,-4.615427595666688e-09,0.756787064602517,1.778612579354679e-06
11.0,0.4999736854961892,8.884736346633195e-06,0.5000174362323303,1.0000000064648662,-6.464866197930519e-09,0.754969610773445,1.7231466550936376e-06
11.025,0.4842222484883137,9.222182054867457e-06,0.5157685376069243,1.0000000082772929,-8.277292851133211e-09,0.7531380439813954,1.6708660676656783e-06
11.05,0.46883770369583394,9.568292963771371e-06,0.5311527377896161,1.0000000097784139,-9.778413856409429e-09,0.751292297789741,1.6218462350496795e-06
11.075,0.45383577073794096,9.922275347426611e-06,0.5461543176363843,1.0000000106496727,-1.0649672699258872e-08,0.7494323114348013,1.576141376162823e-06
11.1,0.4392285494075055,1.0283313815822754e-05,0.5607611778517961,1.0000000105731175,-1.057311749264045e-08,0.7475580303090973,1.533786691524408e-06
11.125,0.42502482497399346,1.0650576527657789e-05,0.5749645337272287,1.00000000927775,-9.277749901670518e-09,0.7456694064731171,1.4948006178614572e-06
11.15,0.4112303750571203,1.1023220457994409e-05,0.5887586083177476,1.0000000065953258,-6.595325841018962e-09,0.7437663992611793,1.4591868728461804e-06
11.175,0.3978482722567418,1.1400395693505855e-05,0.602140329861468,1.0000000025139033,-2.5139033077437034e-09,0.7418489758876871,1.4269365135036156e-06
11.2,0.3848791779023735,1.1781249367815276e-05,0.6151090380781177,0.999999997229859,2.77014100547035e-09,0.739917112166159,1.3980299782119462e-06
11.225,0.37232162332227414,1.2164929490900107e-05,0.6276662029385293,0.9999999911902943,8.809705742685026e-09,0.737970793252138,1.372438795359433e-06
11.25,0.36017227597964435,1.2550587806558683e-05,0.6398151585270032,0.9999999850944541,1.490554590866111e-08,0.7360100144650605,1.350127385569974e-06
11.275,0.3484261886476156,1.2937382745469572e-05,0.651560853846256,0.999999979876617,2.0123382959980063e-08,0.7340347821798235,1.331054633583571e-06
11.3,0.33707703048985277,1.3324481609127033e-05,0.6629096216522958,0.9999999766237577,2.3376242275219283e-08,0.7320451147783635,1.3151754305270713e-06
11.325,0.326117299511572,1.3711062842794167e-05,0.6738689658634016,0.9999999764378165,2.356218353760653e-08,0.7300410436801107,1.3024418656602913e-06
11.35,0.3155385162986879,1.4096317851510728e-05,0.6844473675845926,0.999999980201132,1.97988679895289e-08,0.7280226144411774,1.2928046822207833e-06
11.375,0.3053313993747562,1.4479452456574965e-05,0.6946541094382553,0.9999999882654681,1.173453190173035e-08,0.7259898879308327,1.2862142438719814e-06
11.4,0.2954860227618215,1.4859688383452015e-05,0.7044991175493645,0.9999999999995695,4.305444889496357e-13,0.7239429415910004,1.282621667904968e-06
11.425,0.28599195657360743,1.5236264468641093e-05,0.7139928203808688,1.0000000132189448,-1.3218944827642076e-08,0.7218818707634564,1.2819797504392963e-06
11.45,0.2768383916045925,1.5608437684349864e-05,0.7231460234066259,1.0000000234489028,-2.344890281946732e-08,0.7198067901111322,1.284243864894752e-06
11.475,0.2680142489868997,1.5975484327530682e-05,0.7319697985559012,1.0000000230271284,-2.302712842627841e-08,0.7177178351162041,1.2893728177303854e-06
11.5,0.2595082760263472,1.6336700661543485e-05,0.7404753872734071,1.000000000000416,-4.1588954502458364e-13,0.7156151636627818,1.2973295942880308e-06
