freq_GHz,eta_output,eta_input_reflection,eta_dump,eta_all_external,active_return_loss_min_dB,matched_input_isolation_min_dB,output_path_amplitude_spread_dB,output_path_phase_spread_deg
9.0,0.5188145876338159,0.4811745974213814,1.081494669838704e-05,1.0000000000018956,3.14661150451228,7.376069305632411,0.025667086314557372,0.20129173737595216
9.025,0.5558892548082804,0.44406764144809185,1.0972079577806952e-05,0.9999678683359502,3.4945240414806324,7.318857957623159,0.02636947891797957,0.20226087203144763
9.05,0.5975541249214159,0.4023796030126737,1.1079724293381219e-05,0.999944807658383,3.921910007184935,7.298157712899057,0.027086813712781745,0.20283941523337726
9.075,0.6436378720317523,0.3562818722197908,1.1124325600345805e-05,0.9999308685771434,4.449431126599247,7.317969975414718,0.027818148976884907,0.20302719171943176
9.1,0.6936191012651179,0.306295242325033,1.1090697492782671e-05,0.9999254342876437,5.1048597957074735,7.383212036924256,0.028562652383572872,0.20281539315019503
9.125,0.7464890389355204,0.25342732860395745,1.0963240094204277e-05,0.9999273307795723,5.92633920240965,7.499457485288059,0.029319283264834545,0.2021864079593603
9.15,0.8006259837574504,0.19929823176647796,1.072807117538726e-05,0.9999349435951038,6.968038461636839,7.672425009952192,0.030086450436852603,0.201113696360221
9.175,0.8537313608374081,0.14620462327814093,1.0376145292376756e-05,0.9999463602608414,8.311015112249855,7.907120538480575,0.03086162113976339,0.19956180064571916
9.2,0.90289489623039,0.09705475108041385,9.907050486885379e-06,0.9999595543612907,10.0868931534165,8.206583012544089,0.031640858901768765,0.19748664402544996
9.225,0.9448504342443986,0.05511284564709188,9.332600016146572e-06,0.9999726124915069,12.538724385034595,8.570314919286059,0.03241827037343913,0.19483637219835678
9.25,0.9764340395009653,0.02354125868655569,8.678819514699172e-06,0.9999839770070359,16.221379148653476,8.992718679855807,0.03318535096787359,0.19155311455853827
9.275,0.995162902267248,0.00482176015207486,7.984930166473563e-06,0.9999926473494893,23.07053505945064,9.462169382221727,0.033930237491921936,0.1875761863526389
9.3,0.9997599552500973,0.00023101837810746379,7.298805091496562e-06,0.999998272433296,35.99793564103158,9.957671291501233,0.034636910701623884,0.1828474043092353
9.325,0.9904265323842916,0.00956789225129407,6.6699042919356935e-06,1.0000010945398776,20.129359023423532,10.458884913010566,0.035284449186009814,0.17731928953629789
9.35,0.9687540749958476,0.031241546666001117,6.141959563870774e-06,1.0000017636214127,15.013068059125189,10.95071539768669,0.035846523326538926,0.17096687446406278
9.375,0.9373218518458962,0.06267349414937298,5.747745989940323e-06,1.000001093741259,11.99842992373885,11.42235210147243,0.036291430838226536,0.1638034303350173
9.4,0.8991496548732996,0.10084468435733271,5.507093746355179e-06,0.9999998463243789,9.937804950299148,11.872712451968626,0.03658308798053816,0.15589945705337474
9.425,0.8571932445109456,0.1427999229207042,5.427733240639108e-06,0.9999985951648904,8.429421597669588,12.309075921829734,0.03668344304894191,0.1474025535600189
