freq_GHz,sum_eta_H,sum_eta_E_leak,sum_eta_reflection,sum_eta_all_ports,sum_balance_gap,diff_eta_E,diff_eta_H_leak
9.0,0.5976936790771827,2.0883311963873421e-07,0.4023061120894692,0.9999999999997716,2.283728761653947e-13,0.7804767413207481,2.1628410364251894e-07
9.025,0.6030427155828068,2.10952434905974e-07,0.39695733915931364,1.0000002656945552,-2.656945552459433e-07,0.7795862566328629,2.1848671369994605e-07
9.05,0.6082814387927662,2.1341731073348572e-07,0.39171868632935714,1.000000338539434,-3.38539434041607e-07,0.778684554433401,2.2080641784085154e-07
9.075,0.6134132775991329,2.1624179131956914e-07,0.38658680728990935,1.0000003011308336,-3.0113083360205906e-07,0.7777717544018522,2.232610833519225e-07
9.1,0.6184419051322083,2.1943999651174615e-07,0.38155808734144125,1.000000211913646,-2.119136459644011e-07,0.7768479715067417,2.258692700956873e-07
9.125,0.623371209280268,2.2302608701140493e-07,0.3766286776554303,1.0000001099617852,-1.0996178523292599e-07,0.775913316184515,2.2865021140225248e-07
9.15,0.6282052640475657,2.2701430257342495e-07,0.37179452818189895,1.0000000192437672,-1.924376724637966e-08,0.7749678944996231,2.3162380636767267e-07
9.175,0.6329483018782603,2.3141888009604494e-07,0.3670514190744317,0.9999999523715721,4.762842786831811e-08,0.7740118083009702,2.348106118537795e-07
9.2,0.6376046869916666,2.3625407541066076e-07,0.362394990540601,0.999999913786343,8.621365699124084e-08,0.7730451553769763,2.3823183070161074e-07
9.225,0.6421788898100715,2.4153411829724485e-07,0.3578207710654704,0.9999999024096602,9.759033980927256e-08,0.7720680295969785,2.41909311535449e-07
9.25,0.6466754624981947,2.4727315604044876e-07,0.35332420399844,0.9999999137697908,8.623020919529267e-08,0.771080521051365,2.45865543388661e-07
9.275,0.6510990156692733,2.5348525241376364e-07,0.3489006725188592,0.9999999416733849,5.8326615093307055e-08,0.7700827161767068,2.5012366117292565e-07
9.3,0.6554541962431553,2.601842871956016e-07,0.3445455230025503,0.9999999794299927,2.0570007253084555e-08,0.7690746978797193,2.5470744034441785e-07
9.325,0.6597456664845255,2.6738398817621003e-07,0.3402540868634467,1.0000000207319604,-2.0731960370667935e-08,0.7680565456511474,2.596413104304312e-07
9.35,0.6639780842011229,2.7509780082088926e-07,0.33602170091437805,1.000000060213302,-6.021330190009166e-08,0.7670283356748283,2.6495035490117965e-07
9.375,0.6681560840929482,2.8333891510764087e-07,0.33184372632625325,1.0000000937581166,-9.375811660383704e-08,0.7659901409229675,2.706603253402046e-07
9.4,0.6722842602210541,2.9212014041425e-07,0.32771556627338505,1.0000001186145797,-1.1861457971384937e-07,0.7649420312515788,2.767976559470195e-07
9.425,0.6763671495690077,3.014539281749256e-07,0.32363268232798814,1.0000001333509239,-1.3335092385879932e-07,0.7638840734846614,2.833894703447157e-07
9.45,0.68040921666146,3.113522603234818e-07,0.319590609710369,1.0000001377240892,-1.3772408924417334e-07,0.7628163314985333,2.904636063425342e-07
9.475,0.6844148391972877,3.2182662985559313e-07,0.315584971420385,1.0000001324443026,-1.3244430263625873e-07,0.7617388662814102,2.980486311965068e-07
9.5,0.6883882946470653,3.328879840132383e-07,0.3116114914326591,1.0000001189677084,-1.1896770835129189e-07,0.7606517360177965,3.0617386240177957e-07
9.525,0.6923337477702757,3.4454666277885274e-07,0.30766600689633056,1.000000099213269,-9.921326893369553e-08,0.7595549961383629,3.1486939665406814e-07
9.55,0.6962552390046173,3.5681235362077053e-07,0.30374447952694006,1.0000000753439109,-7.534391088803716e-08,0.7584486993773238,3.2416612729911995e-07
9.575,0.7001566736534082,3.69694057937851e-07,0.2998430061909329,1.000000049538399,-4.9538398938508976e-08,0.7573328958249715,3.340957784208372e-07
9.6,0.7040418118607771,3.83200029710514e-07,0.2959578287790319,1.0000000238398388,-2.3839838769745825e-08,0.7562076329778753,3.4469092211128685e-07
9.625,0.7079142592633373,3.9733773980326764e-07,0.29208534339960746,1.0000000000006846,-6.845635169838715e-13,0.7550729557719518,3.559850617358976e-07
9.65,0.7117774583154142,4.121138345564291e-07,0.2882221089668958,0.9999999793961446,2.060385539959242e-08,0.7539289066279935,3.6801256627810465e-07
9.675,0.7156346802100326,4.2753409653637747e-07,0.2843648552500577,0.9999999629941869,3.7005813080526195e-08,0.7527755254862601,3.8080881128543026e-07
9.7,0.7194890173458762,4.4360343966914116e-07,0.2805104903743329,0.9999999513236488,4.867635117200564e-08,0.7516128498338307,3.9441016104291566e-07
9.725,0.7233433763060122,4.6032581893101776e-07,0.2766561078810786,0.9999999445129097,5.5487090255823546e-08,0.7504409147346747,4.08854026251494e-07
9.75,0.7272004712758179,4.777042983103914e-07,0.2727989933500815,0.9999999423301977,5.7669802266957504e-08,0.749259752856054,4.241788959696495e-07
