common_length_mm,eta_output_min,eta_output_mean,eta_output_max
4.0,0.33409519556326117,0.7247941260989715,0.99974569871397
4.02,0.33504244012931816,0.7248437368195,0.9996537152418041
4.039999999999999,0.33599602481571905,0.724892610024155,0.999576509236281
4.059999999999999,0.33695598636517216,0.7249407449266013,0.9996719771702015
4.079999999999998,0.3379223617298875,0.7249881407617601,0.9997575672080358
4.099999999999998,0.3388951880710323,0.7250347967854579,0.9998332691746511
4.119999999999997,0.33987450275813164,0.7250807122740759,0.9998990740671397
4.139999999999997,0.34086034336841703,0.7251258865241976,0.9999549740570949
4.159999999999997,0.3418527476861194,0.7251703188522574,1.000000962492589
4.179999999999996,0.34285175370170395,0.7252140085941865,1.0000370338998525
4.199999999999996,0.34385739961104717,0.7252569551050615,1.0000631839846603
4.219999999999995,0.3448697238145538,0.7252991577587498,1.0000794096334185
4.239999999999995,0.34588876491621123,0.725340615947557,1.0000857089139474
4.2599999999999945,0.34691456172258234,0.7253813290818736,1.0000820810759765
4.279999999999994,0.34794715324173026,0.7254212965898207,1.0000685265513287
4.299999999999994,0.3489865786820788,0.7254605179168975,1.0000450469538174
4.319999999999993,0.35003287745120154,0.7254989925256276,1.0000116450788306
4.339999999999993,0.351086089154544,0.7255367198952061,0.99996832490263
4.359999999999992,0.35214625359406804,0.7255736995211471,0.9999150915813422
4.379999999999992,0.35321341076682755,0.7256099309149316,0.9998519514496546
4.3999999999999915,0.35428760086346417,0.7256454136036548,0.9997789120192146
4.419999999999991,0.3553688642666251,0.7256801471296755,0.9998276237473753
4.439999999999991,0.3564572415493019,0.7257141310502655,0.9999214835357375
4.45999999999999,0.3575527734730859,0.7257473649372591,0.999976920396112
4.47999999999999,0.358655500986339,0.7257798483767038,0.9999939198868368
4.499999999999989,0.35976546522227887,0.7258115809685121,0.9999724775794426
4.519999999999989,0.3608827074969728,0.7258425623261133,0.9999125990615129
4.5399999999999885,0.3620072693072433,0.7258727920761074,0.9998740399424777
4.559999999999988,0.36313919232847924,0.725902269857919,0.9999286760105474
4.579999999999988,0.3642785184123494,0.7259309953234522,0.999973428988679
4.599999999999987,0.3654252895844202,0.7259589681367483,1.0000082935755523
4.619999999999987,0.36657954804167364,0.7259861879736421,1.0000332656404318
4.639999999999986,0.3677413361499171,0.7260126545214214,1.0000483422242044
4.659999999999986,0.3684009877610784,0.7260383674784873,1.0000535215401234
4.6799999999999855,0.368235019589045,0.7260633265540155,1.0000488029742614
4.699999999999985,0.36807331645482316,0.7260875314676197,1.0000341870856622
4.719999999999985,0.36791587311932455,0.7261109819490156,1.0000096756062036
4.739999999999984,0.3677626844806804,0.7261336777376874,0.9999752714401582
4.759999999999984,0.36761374557414533,0.7261556185825556,0.9999309786634614
4.779999999999983,0.36746905157200144,0.7261768042416457,0.9998768025226872
4.799999999999983,0.3673285977834646,0.7261972344817597,0.9998127494337241
4.8199999999999825,0.36719090682778516,0.7262169090781492,0.9997388269801615
4.839999999999982,0.3669497064248293,0.72623582781419,0.9996550439113812
4.859999999999982,0.3667128257553697,0.726253990481059,0.9995614101403589
4.879999999999981,0.36648025711594584,0.7262713968774115,0.999539814190602
4.899999999999981,0.3662519929416005,0.7262880468090636,0.9996331326370889
4.91999999999998,0.36602802580574334,0.7263039400886734,0.9997166029563521
4.93999999999998,0.36580834842001536,0.7263190765354269,0.9997902153064214
4.9599999999999795,0.36559295363415373,0.7263334559747244,0.9998539610046018
4.979999999999979,0.3653818344358583,0.7263470782378698,0.9999078325296501
4.999999999999979,0.36517498395066067,0.7263599431617618,0.9999518235236602
5.019999999999978,0.36497239544179083,0.7263720505885882,0.9999859287936635
5.039999999999978,0.36477406231004905,0.726383400365522,1.0000101443129314
5.059999999999977,0.3645799780936774,0.7263939923444195,1.0000244672219885
5.079999999999977,0.36439013646823315,0.7264038263815227,1.0000288958293284
5.0999999999999766,0.3642045312464616,0.7264129023371613,1.0000234296118422
5.119999999999976,0.3640231563781757,0.7264212200754605,1.000008069214951
5.139999999999976,0.3638460059501315,0.7264287794640492,0.9999828164524369
5.159999999999975,0.36367307418590966,0.7264355803737716,0.999992621062298
5.179999999999975,0.36350435544579596,0.726441622678402,0.9999951254163113
5.199999999999974,0.36333984422666676,0.7264469062543616,0.9999747193884547
5.219999999999974,0.3631795351618731,0.7264514309804391,0.9999314066667231
5.239999999999974,0.3630234230211289,0.7264551967375131,0.9998651950777299
5.259999999999973,0.36287150271040136,0.7264582034082786,0.9997760965832962
5.279999999999973,0.3627237692718019,0.7264604508769754,0.9996641272752346
5.299999999999972,0.3625802178834814,0.7264619390291205,0.9995293073683359
5.319999999999972,0.36244084385952613,0.7264626677512436,0.9996171924505247
5.339999999999971,0.362305642649857,0.7264626369306242,0.9997005494324624
5.359999999999971,0.36213487709772857,0.726461846455035,0.9997740258514233
5.379999999999971,0.36189927070304967,0.726460296212485,0.9998376130597679
5.39999999999997,0.3616679152702739,0.7264579860909687,0.9998913035714283
5.41999999999997,0.36144080322165895,0.7264549159782172,0.9999350910637929
5.439999999999969,0.3612179271170343,0.7264510857614536,0.9999689703792886
5.459999999999969,0.360999279653649,0.7264464953271511,0.9999929375266744
5.4799999999999685,0.3607848536660223,0.7264411445607951,1.0000069896820492
5.499999999999968,0.3605746421257932,0.7264350333466492,1.0000111251895563
